Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
511,Emilio Pagán*,32,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,paganem01
512,Joshua Palacios*,27,PIT,NL,91,264,247,26,59,9,2,10,40,5,0,12,56,.239,.279,.413,.692,86,102,7,2,2,1,0,9H78/D,palacjo01
513,Richie Palacios*,26,STL,NL,32,102,93,9,24,6,0,6,16,2,0,6,11,.258,.307,.516,.823,120,48,1,1,1,1,0,7/8HD94,palacri01
514,Isaac Paredes,24,TBR,AL,143,571,492,71,123,24,0,31,98,1,0,58,104,.250,.352,.488,.840,131,240,11,20,0,1,0,*534/HD6,paredis01
515,Kyren Paris,21,LAA,AL,15,46,40,4,4,0,0,0,1,3,0,4,17,.100,.200,.100,.300,-14,4,0,1,1,0,0,/648HD,parisky01
516,Vinnie Pasquantino*,25,KCR,AL,61,260,231,24,57,17,0,9,26,0,0,25,31,.247,.324,.437,.762,108,101,7,2,0,1,2,3D/H,pasquvi01
517,Joc Pederson*,31,SFG,NL,121,425,358,59,84,14,3,15,51,0,0,57,89,.235,.348,.416,.764,111,149,12,7,0,3,6,D7H/93,pederjo01
518,Liover Peguero,22,PIT,NL,59,213,198,21,47,4,1,7,26,6,2,11,67,.237,.280,.374,.653,77,74,6,1,2,1,0,64,pegueli01
519,Jeremy Peña,25,HOU,AL,150,634,577,81,152,32,3,10,52,13,9,43,129,.263,.324,.381,.705,95,220,11,9,1,1,1,*6,penaje02
520,David Peralta*,35,LAD,NL,133,422,394,47,102,25,1,7,55,4,1,20,72,.259,.294,.381,.675,81,150,8,2,0,6,1,*7H9/D,peralda01
521,Oswald Peraza,23,NYY,AL,52,191,173,15,33,8,0,2,14,4,3,13,50,.191,.267,.272,.539,49,47,1,5,0,0,0,54/6HD,perazos02
522,Geraldo Perdomo#,23,ARI,NL,144,495,407,71,100,20,4,6,47,16,4,64,86,.246,.353,.359,.712,96,146,2,6,14,4,1,*645H,perdoge01
523,Everson Pereira,22,NYY,AL,27,103,93,6,14,4,0,0,10,4,0,8,40,.151,.233,.194,.427,20,18,1,2,0,0,0,7,pereiev01
524,Carlos Pérez,32,OAK,AL,66,189,168,17,38,4,0,6,20,0,0,13,40,.226,.293,.357,.650,85,60,4,4,1,3,0,2H3D/17,perezca02
525,Carlos Pérez,26,CHW,AL,27,53,49,5,10,4,0,1,3,0,0,4,11,.204,.264,.347,.611,65,17,2,0,0,0,0,2H/D,perezca03
526,Cionel Pérez,27,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,perezci01
527,Michael Perez*,30,NYM,NL,3,8,8,1,4,1,0,0,0,0,0,0,1,.500,.500,.625,1.125,209,5,0,0,0,0,0,/2,perezmi03
528,Roberto Pérez,34,SFG,NL,5,17,15,0,2,0,0,0,1,0,0,2,6,.133,.235,.133,.369,7,2,0,0,0,0,0,/2,perezro02
529,Salvador Perez,33,KCR,AL,140,580,538,59,137,21,0,23,80,0,0,19,135,.255,.292,.422,.714,94,227,11,13,0,8,6,2D3,perezsa02
530,Blake Perkins#,26,MIL,NL,67,168,143,28,31,7,0,4,20,5,2,23,46,.217,.325,.350,.675,86,50,3,0,2,0,0,98H7/D,perkibl01
531,Jace Peterson*,33,TOT,MLB,133,430,374,35,79,10,4,6,37,15,2,47,101,.211,.304,.307,.611,75,115,7,4,2,3,2,*5H4/D137,peterja01
532,Tommy Pham,35,TOT,NL,129,481,426,55,109,27,3,16,68,22,3,47,106,.256,.328,.446,.774,111,190,11,2,0,6,1,7DH9/8,phamth01
533,Brett Phillips*,29,LAA,AL,39,71,63,9,11,1,0,3,6,3,1,8,36,.175,.268,.333,.601,63,21,0,0,0,0,0,8H/97D1,phillbr02
534,Kevin Pillar,34,ATL,NL,81,206,197,29,45,10,0,9,32,4,1,6,50,.228,.248,.416,.664,74,82,2,0,0,3,0,7H9/8,pillake01
535,Manny Piña,36,OAK,AL,4,12,12,1,3,0,0,1,1,0,0,0,3,.250,.250,.500,.750,108,6,1,0,0,0,0,/2D,pinama01
536,René Pinto,26,TBR,AL,38,105,103,10,26,3,0,6,16,0,0,2,34,.252,.267,.456,.723,97,47,2,0,0,0,0,2/1,pintore02
537,Nick Pivetta,30,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pivetni01
538,Jorge Polanco#,29,MIN,AL,80,343,302,38,77,18,0,14,48,4,0,36,88,.255,.335,.454,.789,115,137,2,2,0,3,0,45D/H,polanjo01
539,AJ Pollock,35,TOT,MLB,54,144,133,15,22,4,0,5,15,0,1,9,32,.165,.215,.308,.524,46,41,1,0,0,2,0,D7H/89,polloaj01
540,Logan Porter,27,KCR,AL,11,38,31,4,6,1,0,1,3,0,0,5,11,.194,.324,.323,.647,80,10,2,1,1,0,0,2,portelo01
541,Nick Pratto*,24,KCR,AL,95,345,306,33,71,16,0,7,35,1,1,29,138,.232,.307,.353,.660,82,108,3,6,0,4,0,37/H9,prattni01
542,Ryan Pressly,34,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pressry01
543,Jurickson Profar#,30,TOT,NL,125,521,459,55,111,27,2,9,46,1,0,50,90,.242,.321,.368,.689,80,169,11,6,0,5,0,7DH/394,profaju01
544,Juniel Querecuto#,30,STL,NL,9,21,20,2,2,1,0,0,0,0,0,1,6,.100,.143,.150,.293,-19,3,0,0,0,0,0,/534H,quereju01
545,Ceddanne Rafaela,22,BOS,AL,28,89,83,11,20,6,0,2,5,3,1,4,28,.241,.281,.386,.666,78,32,2,1,0,1,0,8/H64D,rafaece01
546,Cole Ragans*,25,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raganco01
547,Cal Raleigh#,26,SEA,AL,145,569,513,78,119,23,1,30,75,0,0,54,158,.232,.306,.456,.762,112,234,6,1,0,1,1,*2HD,raleica01
548,Brooks Raley*,35,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raleybr01
549,Luke Raley*,28,TBR,AL,118,406,357,56,89,23,3,19,49,14,3,28,128,.249,.333,.490,.824,126,175,2,18,1,2,0,93D7H8/1,raleylu01
550,Harold Ramírez,28,TBR,AL,122,434,400,58,125,19,2,12,68,5,3,22,79,.313,.353,.460,.813,125,184,7,6,0,6,0,DH/793,ramirha02
551,José Ramírez#,30,CLE,AL,156,691,611,87,172,36,5,24,80,28,6,73,73,.282,.356,.475,.831,131,290,8,1,0,6,22,*5D,ramirjo01
552,Heliot Ramos,23,SFG,NL,25,60,56,5,10,4,0,1,2,0,0,4,20,.179,.233,.304,.537,48,17,1,0,0,0,0,79/H8D,ramoshe02
553,Henry Ramos#,31,CIN,NL,23,86,74,9,18,3,1,0,5,2,1,11,21,.243,.349,.311,.660,80,23,2,1,0,0,0,9/D7H,ramoshe01
554,J.T. Realmuto,32,PHI,NL,135,540,489,70,123,28,5,20,63,16,5,35,138,.252,.310,.452,.762,106,221,10,9,0,5,3,*2/H,realmjt01
555,Rob Refsnyder,32,BOS,AL,89,243,202,31,50,9,1,1,28,7,2,33,47,.248,.365,.317,.682,87,64,8,5,1,1,0,7H8/D9,refsnro01
556,Zach Remillard,29,CHW,AL,54,160,147,16,37,7,0,1,18,4,3,8,48,.252,.295,.320,.615,69,47,3,1,4,0,1,4/H5976D,remilza01
557,Anthony Rendon,33,LAA,AL,43,183,148,23,35,6,0,2,22,2,0,25,27,.236,.361,.318,.678,88,47,6,6,0,4,0,5,rendoan01
558,Hunter Renfroe,31,TOT,MLB,140,548,498,60,116,31,0,20,60,0,0,44,125,.233,.297,.416,.713,91,207,15,3,0,3,0,*9H/D3,renfrhu01
559,Luis Rengifo#,26,LAA,AL,126,445,394,55,104,15,4,16,51,6,4,41,82,.264,.339,.444,.783,111,175,3,6,0,4,0,465H9/78,rengilu01
560,Franmil Reyes,27,KCR,AL,19,65,59,5,11,0,0,2,7,0,0,4,24,.186,.231,.288,.519,42,17,3,0,0,2,0,D/7H9,reyesfr01
561,Pablo Reyes,29,BOS,AL,64,185,167,27,48,9,0,2,20,7,2,14,21,.287,.339,.377,.716,94,63,3,0,2,2,0,64H/53D1,reyespa01
562,Bryan Reynolds#,28,PIT,NL,145,640,574,85,151,31,5,24,84,12,1,53,138,.263,.330,.460,.790,113,264,13,7,0,6,2,*7D8/H,reynobr01
563,Matt Reynolds,32,CIN,NL,2,5,5,1,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,9,1,0,0,0,0,0,/53,reynoma03
564,Austin Riley,26,ATL,NL,159,715,636,117,179,32,3,37,97,3,1,59,172,.281,.345,.516,.861,128,328,18,9,0,11,4,*5,rileyau01
565,Edwin Rios*,29,CHC,NL,18,34,28,3,2,1,0,1,2,0,0,5,16,.071,.235,.214,.450,23,6,0,1,0,0,0,D/H5,riosed01
566,Alfonso Rivas*,26,TOT,NL,48,123,109,8,25,10,1,3,15,1,0,9,36,.229,.303,.422,.725,97,46,1,3,1,1,0,3/H7,rivasal01
567,Emmanuel Rivera,27,ARI,NL,86,283,257,32,67,13,0,4,29,1,0,22,56,.261,.314,.358,.672,84,92,9,0,0,4,0,5H3/D,riverem01
568,Anthony Rizzo*,33,NYY,AL,99,421,373,45,91,14,0,12,41,0,3,35,97,.244,.328,.378,.706,94,141,10,12,0,1,1,3/D,rizzoan01
569,Luis Robert Jr.,25,CHW,AL,145,595,546,90,144,36,1,38,80,20,4,30,172,.264,.315,.542,.857,128,296,10,12,0,2,5,*8/H,roberlu01
570,Victor Robles,26,WSN,NL,36,126,107,15,32,5,1,0,8,8,1,11,18,.299,.385,.364,.750,110,39,3,4,4,0,0,8,roblevi01
571,Brayan Rocchio#,22,CLE,AL,23,86,81,9,20,6,0,0,8,0,0,4,27,.247,.279,.321,.600,68,26,4,0,0,1,0,6/5H,rocchbr01
572,Brendan Rodgers,26,COL,NL,46,192,178,21,46,9,1,4,20,0,0,11,41,.258,.313,.388,.700,80,69,6,3,0,0,0,4/DH,rodgebr02
573,Endy Rodríguez#,23,PIT,NL,57,204,186,27,41,7,2,3,13,0,0,17,49,.220,.284,.328,.612,67,61,3,0,0,1,0,2H/3D,rodrien01
574,José Rodriguez,22,CHW,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/4H,rodrijo09
575,Julio Rodríguez,22,SEA,AL,155,714,654,102,180,37,2,32,103,37,10,47,175,.275,.333,.485,.818,128,317,14,11,0,2,6,*8/D,rodriju01
576,Jake Rogers,28,DET,AL,107,365,331,47,73,11,0,21,49,1,1,28,118,.221,.286,.444,.730,96,147,6,3,1,2,0,2/HD7,rogerja03
577,Taylor Rogers*,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rogerta01
578,Tyler Rogers,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rogerty01
579,Johan Rojas,22,PHI,NL,59,164,149,24,45,9,2,2,23,14,1,5,42,.302,.342,.430,.771,111,64,1,4,6,0,0,8H/D,rojasjo03
580,Josh Rojas*,29,TOT,MLB,105,350,314,47,77,17,0,4,40,12,0,27,81,.245,.303,.338,.641,78,106,3,1,2,4,0,45H/D71,rojasjo01
581,Miguel Rojas,34,LAD,NL,124,423,385,49,91,16,1,5,31,8,3,26,48,.236,.290,.322,.612,66,124,12,5,2,5,0,*6H/1D45,rojasmi02
582,Jordan Romano,30,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romanjo03
583,JoJo Romero*,26,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romerjo01
584,Brent Rooker,28,OAK,AL,137,526,463,61,114,20,1,30,69,4,0,49,172,.246,.329,.488,.817,130,226,11,10,0,4,1,D97H,rookebr01
585,Ben Rortvedt*,25,NYY,AL,32,79,68,6,8,1,0,2,4,0,0,11,19,.118,.241,.221,.461,28,15,1,0,0,0,0,2/HD,rortvbe01
586,Amed Rosario,27,TOT,MLB,142,545,510,70,134,25,8,6,58,15,2,29,99,.263,.305,.378,.683,89,193,15,3,0,3,0,64H/D,rosaram01
587,Eddie Rosario*,31,ATL,NL,142,516,478,64,122,24,3,21,74,3,4,34,122,.255,.305,.450,.755,100,215,13,1,1,2,1,*7DH,rosared01
588,Eguy Rosario,23,SDP,NL,11,37,36,6,9,1,1,2,6,0,0,1,12,.250,.270,.500,.770,109,18,1,0,0,0,0,5/H4,rosareg01
589,Michael Rucker,29,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruckemi01
590,Darin Ruf,36,TOT,NL,20,57,49,3,11,3,0,0,3,0,0,8,16,.224,.333,.286,.619,74,14,0,0,0,0,0,D/H3,rufda01
591,Esteury Ruiz,24,OAK,AL,132,497,449,47,114,24,1,5,47,67,13,20,99,.254,.309,.345,.654,88,155,7,16,4,1,1,*87H9/D,ruizes01
592,José Ruiz,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruizjo01
593,Keibert Ruiz#,24,WSN,NL,136,562,523,55,136,24,0,18,67,1,1,31,58,.260,.308,.409,.717,97,214,13,6,0,2,1,*2D/H,ruizke01
594,Blake Rutherford*,26,WSN,NL,16,36,35,4,6,0,0,0,2,0,0,1,10,.171,.194,.171,.366,3,6,1,0,0,0,0,7/H,ruthebl01
595,Adley Rutschman#,25,BAL,AL,154,687,588,84,163,31,1,20,80,1,2,92,101,.277,.374,.435,.809,128,256,14,2,0,5,6,*2D/H,rutscad01
596,Blake Sabol*,25,SFG,NL,110,344,310,36,73,10,0,13,44,4,2,24,117,.235,.301,.394,.695,91,122,4,6,2,2,0,27HD,sabolbl01
597,César Salazar*,27,HOU,AL,13,19,18,1,2,0,0,0,0,0,0,1,6,.111,.158,.111,.269,-23,2,1,0,0,0,0,/2H,salazce01
598,Gary Sánchez,30,TOT,NL,75,267,240,33,52,9,0,19,47,0,0,21,67,.217,.288,.492,.780,113,118,3,4,0,2,0,2/DH,sanchga02
599,Jesús Sánchez*,25,MIA,NL,125,402,360,43,91,23,3,14,52,3,1,38,107,.253,.327,.450,.777,108,162,12,2,1,1,1,*9H/87D,sanchje02
600,Cole Sands,25,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sandsco01
601,Carlos Santana#,37,TOT,NL,146,619,550,78,132,33,1,23,86,6,0,65,104,.240,.318,.429,.747,103,236,11,0,0,4,0,*3D/H,santaca01
602,Anthony Santander#,28,BAL,AL,153,656,591,81,152,41,1,28,95,5,1,55,152,.257,.325,.472,.797,121,279,11,6,0,4,1,9D3/H7,santaan02
603,Tony Santillan,26,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,santito01
604,Tayler Saucedo*,30,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sauceta01
605,Josh Sborz,29,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,sborzjo01
606,Nolan Schanuel*,21,LAA,AL,29,132,109,19,30,3,0,1,6,0,0,20,19,.275,.402,.330,.732,103,36,1,3,0,0,1,3/DH,schanno01
607,Casey Schmitt,24,SFG,NL,90,277,253,28,52,15,0,5,30,2,1,13,65,.206,.255,.324,.580,60,82,7,5,3,3,0,654H,schmica01
608,Davis Schneider,24,TOR,AL,35,141,116,23,32,12,1,8,20,1,0,21,43,.276,.404,.603,1.008,175,70,2,4,0,0,0,4/D57H,schneda03
609,Jonathan Schoop,31,DET,AL,55,151,136,15,29,8,0,0,7,0,0,13,37,.213,.278,.272,.550,53,37,6,0,0,2,0,45H/D16,schoojo01
610,John Schreiber,29,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,schrejo01
611,Kyle Schwarber*,30,PHI,NL,160,720,585,108,115,19,1,47,104,0,2,126,215,.197,.343,.474,.817,122,277,4,6,0,3,5,7D,schwaky01
612,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,scottta02
613,Corey Seager*,29,TEX,AL,119,536,477,88,156,42,0,33,96,2,1,49,88,.327,.390,.623,1.013,170,297,9,4,0,6,9,*6/D,seageco01
614,Chandler Seagle,27,SDP,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/DH,seaglch01
615,Jean Segura,33,MIA,NL,85,326,301,25,66,5,2,3,21,6,2,22,47,.219,.277,.279,.556,52,84,12,2,1,0,1,5/H,segurje01
616,Marcus Semien,32,TEX,AL,162,753,670,122,185,40,4,29,100,14,3,72,110,.276,.348,.478,.826,122,320,5,5,0,5,1,*4,semiema01
617,Nick Senzel,28,CIN,NL,104,330,301,49,71,10,0,13,42,6,2,26,74,.236,.297,.399,.696,85,120,9,1,0,2,0,57H89/4D,senzeni01
618,Brian Serven,28,COL,NL,11,23,23,0,3,1,0,0,1,0,0,0,10,.130,.130,.174,.304,-22,4,0,0,0,0,0,2/HD,servebr01
619,Paul Sewald,33,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sewalpa01
620,Gavin Sheets*,27,CHW,AL,118,344,311,24,63,10,0,10,43,1,0,28,66,.203,.267,.331,.599,63,103,6,1,0,4,2,9H3D/7,sheetga01
621,Braden Shewmake*,25,ATL,NL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6,shewmbr01
622,Zack Short,28,DET,AL,110,253,221,17,45,9,0,7,33,5,0,28,66,.204,.292,.339,.631,73,75,3,0,3,1,0,465H/189D,shortza01
623,Michael Siani*,23,TOT,NL,8,6,5,1,0,0,0,0,0,1,1,1,1,.000,.167,.000,.167,-48,0,0,0,0,0,0,/8HD7,sianimi01
624,Lucas Sims,29,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,simslu01
625,Jon Singleton*,31,TOT,MLB,36,105,91,11,15,3,0,2,12,0,0,13,23,.165,.267,.264,.530,48,24,2,0,0,1,0,3H/D,singljo02
626,Jose Siri,27,TBR,AL,101,364,338,58,75,13,2,25,56,12,3,20,130,.222,.267,.494,.761,106,167,5,2,1,3,0,8/HD,sirijo01
627,Austin Slater,30,SFG,NL,89,207,185,24,50,9,0,5,20,2,2,20,58,.270,.348,.400,.748,107,74,2,2,0,0,0,H87/9D,slateau01
628,Dominic Smith*,28,WSN,NL,153,586,527,57,134,21,1,12,46,1,1,47,91,.254,.326,.366,.692,92,193,12,10,0,2,1,*3/HD,smithdo02
629,Josh H. Smith*,25,TEX,AL,90,232,195,29,36,8,1,6,15,1,0,25,55,.185,.304,.328,.633,73,64,3,9,2,1,0,657H/D4,smithjo11
630,Kevin Smith,26,OAK,AL,49,146,135,15,25,4,0,5,11,1,0,5,51,.185,.220,.326,.546,54,44,3,1,5,0,0,65/HD,smithke05
631,Pavin Smith*,27,ARI,NL,69,228,191,26,36,5,0,7,30,1,1,35,45,.188,.317,.325,.642,77,62,3,1,0,0,0,D9H3,smithpa04
632,Will Smith,33,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,smithwi04
633,Will Smith,28,LAD,NL,126,554,464,80,121,21,2,19,76,3,0,63,89,.261,.359,.438,.797,114,203,8,15,0,12,2,*2D/H,smithwi05
634,Canaan Smith-Njigba*,24,PIT,NL,15,37,32,3,4,1,1,0,5,1,0,4,16,.125,.216,.219,.435,20,7,1,0,0,1,0,9/H7,smithca05
635,Drew Smyly*,34,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,smylydr01
636,Tyler Soderstrom*,21,OAK,AL,45,138,125,9,20,1,0,3,7,0,0,11,43,.160,.232,.240,.472,36,30,6,1,0,1,0,D23/H,soderty01
637,Nick Solak,28,TOT,MLB,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/HD,solakni01
638,Donovan Solano,35,MIN,AL,134,450,394,43,111,26,1,5,38,0,0,40,100,.282,.369,.391,.760,110,154,8,15,0,1,1,3H45D,solando01
639,Jorge Soler,31,MIA,NL,137,580,504,77,126,24,0,36,75,1,0,66,141,.250,.341,.512,.853,128,258,20,6,0,4,4,D9/H,solerjo01
640,Edmundo Sosa,27,PHI,NL,104,300,279,34,70,15,2,10,30,4,2,8,74,.251,.293,.427,.719,95,119,10,9,2,1,0,56H/48,sosaed01
641,Lenyn Sosa,23,CHW,AL,52,173,164,12,33,6,0,6,14,0,1,5,40,.201,.224,.348,.571,53,57,3,0,3,1,1,45/H,sosale01
642,Juan Soto*,24,SDP,NL,162,708,568,97,156,32,1,35,109,12,5,132,129,.275,.410,.519,.930,158,295,18,2,1,5,11,*7/DH,sotoju01
643,Livan Soto*,23,LAA,AL,4,12,9,2,2,0,0,0,0,0,0,3,2,.222,.417,.222,.639,82,2,0,0,0,0,0,/46,sotoli01
644,Carson Spiers,25,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,spierca01
645,George Springer,33,TOR,AL,154,683,613,87,158,25,1,21,72,20,5,60,125,.258,.327,.405,.732,102,248,20,5,0,3,1,*9D/H8,springe01
646,Jacob Stallings,33,MIA,NL,88,276,241,22,46,14,0,3,20,0,0,27,67,.191,.278,.286,.565,54,69,9,3,3,2,0,2/1DH,stallja01
647,Ryne Stanek,31,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,stanery01
648,Giancarlo Stanton,33,NYY,AL,101,415,371,43,71,13,0,24,60,0,0,41,124,.191,.275,.420,.695,87,156,11,2,0,1,3,D9/H7,stantmi03
649,Spencer Steer,25,CIN,NL,156,665,582,74,158,37,3,23,86,15,3,68,139,.271,.356,.464,.820,119,270,9,11,0,4,0,3574/DH9,steersp01
650,Michael Stefanic,27,LAA,AL,25,71,62,5,18,2,1,0,6,0,1,8,8,.290,.380,.355,.735,103,22,0,1,0,0,0,4/5HD,stefami01
651,Tyler Stephenson,26,CIN,NL,142,517,465,59,113,20,2,13,56,0,1,47,135,.243,.317,.378,.696,87,176,16,4,0,1,2,2DH/3,stephty01
652,Andrew Stevenson*,29,MIN,AL,25,40,37,4,7,1,0,0,1,4,1,2,8,.189,.250,.216,.466,31,8,0,1,0,0,0,8H/7,stevean01
653,Cal Stevenson*,26,SFG,NL,6,12,9,1,0,0,0,0,0,0,0,3,2,.000,.250,.000,.250,-21,0,0,0,0,0,0,/8,steveca01
654,DJ Stewart*,29,NYM,NL,58,185,160,21,38,8,0,11,26,1,1,15,56,.238,.328,.494,.822,123,79,3,7,1,1,0,9/HD7,stewadj01
655,Trevor Story,30,BOS,AL,43,168,158,12,32,9,0,3,14,10,3,9,55,.203,.250,.316,.566,52,50,2,1,0,0,0,6/DH4,storytr01
656,Bryson Stott*,25,PHI,NL,151,640,585,78,164,32,2,15,62,31,3,39,100,.280,.329,.419,.747,104,245,10,7,1,8,1,*4/HD,stottbr01
657,Kyle Stowers*,25,BAL,AL,14,33,30,1,2,0,0,0,0,0,0,3,12,.067,.152,.067,.218,-35,2,1,0,0,0,0,/97HD,stoweky01
658,Myles Straw,28,CLE,AL,147,518,462,52,110,18,3,1,29,20,6,42,97,.238,.301,.297,.597,69,137,10,2,6,6,0,*8/H,strawmy01
659,Garrett Stubbs*,30,PHI,NL,41,125,113,15,23,4,1,1,12,2,0,9,29,.204,.274,.283,.557,54,32,0,2,1,0,0,2/H7,stubbga01
660,Eugenio Suárez,31,SEA,AL,162,694,598,68,139,29,0,22,96,2,1,70,214,.232,.323,.391,.714,101,234,10,15,0,11,0,*5/D,suareeu01
661,Brett Sullivan*,29,SDP,NL,33,86,81,7,17,3,0,1,6,0,0,4,19,.210,.244,.284,.528,48,23,1,0,0,1,0,2/H5,sullibr01
662,Brent Suter*,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,suterbr01
663,Jack Suwinski*,24,PIT,NL,144,534,447,63,100,21,2,26,74,13,2,75,172,.224,.339,.454,.793,115,203,2,6,0,6,2,*897H/D,suwinja01
664,Seiya Suzuki,28,CHC,NL,138,583,515,75,147,31,6,20,74,6,7,59,130,.285,.357,.485,.842,124,250,8,2,0,7,3,*9/DH,suzukse01
665,Dansby Swanson,29,CHC,NL,147,638,565,81,138,25,3,22,80,9,1,66,154,.244,.328,.416,.744,99,235,9,5,0,2,0,*6,swansda01
666,Domingo Tapia,31,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,tapiado01
667,Raimel Tapia*,29,TOT,MLB,64,169,148,28,35,4,1,3,13,10,2,17,40,.236,.317,.338,.655,79,50,2,1,1,1,0,9H7/8D,tapiara01
668,Fernando Tatis Jr.,24,SDP,NL,141,635,575,91,148,33,1,25,78,29,4,53,141,.257,.322,.449,.770,113,258,17,3,1,3,0,*9/8D4H,tatisfe02
669,Mike Tauchman*,32,CHC,NL,108,401,337,64,85,18,0,8,48,7,1,56,86,.252,.363,.377,.739,100,127,3,4,1,3,1,8HD9/7,tauchmi01
670,Leody Taveras#,24,TEX,AL,143,554,511,67,136,31,3,14,67,14,4,35,117,.266,.312,.421,.733,97,215,3,1,3,4,0,*8/HD,taverle01
671,Chris Taylor,32,LAD,NL,117,384,338,51,80,15,1,15,56,16,3,41,125,.237,.326,.420,.746,100,142,2,4,0,1,2,765H/D84,tayloch03
672,Michael A. Taylor,32,MIN,AL,129,388,355,48,78,14,1,21,51,13,1,26,130,.220,.278,.442,.720,94,157,7,3,3,1,0,*8H/D,taylomi02
673,Samad Taylor,24,KCR,AL,31,69,60,11,12,2,1,0,4,8,0,7,22,.200,.279,.267,.546,52,16,1,0,1,1,0,74H/58,taylosa04
674,Tyrone Taylor,29,MIL,NL,81,243,231,36,54,17,1,10,35,9,0,8,55,.234,.267,.446,.713,91,103,10,3,0,1,0,97H/8D,tayloty01
675,Rowdy Tellez*,28,MIL,NL,105,351,311,26,67,9,1,13,47,0,0,35,86,.215,.291,.376,.667,82,117,11,0,0,5,2,3DH/1,tellero01
676,José Tena*,22,CLE,AL,18,34,31,2,7,2,0,0,3,0,0,3,13,.226,.294,.290,.584,65,9,0,0,0,0,0,6/H45D,tenajo01
677,Matt Thaiss*,28,LAA,AL,95,307,262,32,56,6,0,9,31,2,0,36,83,.214,.319,.340,.659,80,89,4,6,0,3,1,2H/D3,thaisma01
678,Alek Thomas*,23,ARI,NL,125,402,374,51,86,17,5,9,39,9,1,19,86,.230,.273,.374,.647,75,140,5,4,2,3,1,*8H/D,thomaal01
679,Cody Thomas*,28,OAK,AL,19,46,42,1,10,3,0,1,2,0,0,4,17,.238,.304,.381,.685,95,16,1,0,0,0,0,9/HD7,thomaco01
680,Lane Thomas,27,WSN,NL,156,682,628,101,168,36,3,28,86,20,5,36,176,.268,.315,.468,.783,114,294,5,11,0,7,0,*98/HD1,thomala02
